CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3,Priority Date,Grant Date,,Publication Number
27458-92-0,Isotridecan-1-ol,Floral,Rose,Soft,1919-04-23,2001-11-06,30148d,US-6312958-B1
106-73-0,Methyl heptanoate,Fruity,Sweet,Berry,1919-04-23,2001-11-06,30148d,US-6312958-B1
106-70-7,Methyl hexanoate,Fruity,Pineapple,Apricot,1919-04-23,2001-11-06,30148d,US-6312958-B1
554-12-1,Methyl propionate,Fruity,Fermented,Fresh,1919-04-23,2001-11-06,30148d,US-6312958-B1
624-24-8,Methyl valerate,Fruity,Green,Apple,1919-04-23,2001-11-06,30148d,US-6312958-B1
112-32-3,Octyl formate,Fruity,Rose,Orange,1919-04-23,2001-11-06,30148d,US-6312958-B1
109-60-4,Propyl acetate,Fruity,Raspberry,Pear,1919-04-23,2001-11-06,30148d,US-6312958-B1
30207-98-8,Undecanol,Green,Floral,Rose,1919-04-23,2001-11-06,30148d,US-6312958-B1
112-43-6,Undecen-1-ol,Floral,Fresh,Ozonic,1919-04-23,2001-11-06,30148d,US-6312958-B1
112-42-5,Undecyl alcohol,Floral,Citrus,Oily,1919-04-23,2001-11-06,30148d,US-6312958-B1
1639-09-4,1-Heptanethiol,Sulfurous,Onion,Garlic,1919-04-09,2001-02-20,29903d,US-6190695-B1
544-12-7,3-Hexen-1-ol (isomer unspecified),Green,Fresh,Floral,1919-04-09,2001-02-20,29903d,US-6190695-B1
100-53-8,Benzyl mercaptan,Sulfurous,Garlic,Vegetable,1919-04-09,2001-02-20,29903d,US-6190695-B1
592-84-7,Butyl formate,Fruity,Plum,Fermented,1919-04-09,2001-02-20,29903d,KR-987001100-A
111-27-3,Hexyl alcohol,Fruity,Green,Apple,1919-04-09,2001-02-20,29903d,US-6190695-B1
143-08-8,Nonyl alcohol,Floral,Fresh,Rose,1919-04-09,2001-02-20,29903d,US-6190695-B1
124-13-0,Octanal,Aldehydic,Orange,Green,1919-04-09,2001-02-20,29903d,US-6190695-B1
122-78-1,Phenylacetaldehyde,Floral,Hyacinth,Green,1919-04-09,2001-02-20,29903d,US-6190695-B1
928-97-2,trans-Hex-3-en-1-ol,Green,Leafy,Floral,1919-04-09,2001-02-20,29903d,US-6190695-B1
495-76-1,"1,3-Benzodioxole-5-methanol",Balsamic,Powdery,Vanilla,1919-01-27,2000-09-26,29828d,US-6124343-A
622-45-7,Cyclohexyl acetate,Fruity,Floral,Green,1919-01-27,2000-09-26,29828d,US-6124343-A
111-70-6,Heptyl alcohol,Aldehydic,Green,Fruity,1919-01-19,1927-05-27,3050d,DE-444665-C
107-93-7,"2-Butenoic acid, (2E)-",Gourmand,Sweet,Milky,1919-01-04,1923-07-25,1663d,AT-93603-B
109-52-4,Valeric acid,Acidic,Cheesy,Fruity,1918-12-03,1920-04-09,493d,FR-501350-A
121-34-6,Vanillic acid,Gourmand,Creamy,Vanilla,1918-08-20,1931-01-03,4519d,GB-131161-A
97-85-8,Isobutyl isobutyrate,Fruity,Pineapple,Peach,1918-03-26,1930-01-25,4323d,GB-123628-A
101-97-3,Ethyl phenylacetate,Fruity,Berry,Honey,1918-02-15,1926-12-21,3231d,GB-130399-A
108-48-5,"2,6-Dimethylpyridine",Food Like,Nutty,Leathery,1918-01-17,1918-08-06,201d,US-1274998-A
93-60-7,Methyl nicotinate,Spicy,Herbal,Tobacco,1917-12-22,1921-09-19,1367d,DE-340874-C
5524-05-0,"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, (2R,5R)-",Minty,Herbal,Menthol,1917-09-21,1924-06-10,2454d,AT-97142-B
99-86-5,"p-Mentha-1,3-diene",Citrus,Lemon,Herbal,1917-07-10,1921-07-14,1465d,DE-319162-C
104-90-5,5-Ethyl-2-methylpyridine,Food Like,Nutty,Potato,1917-06-22,1922-02-24,1708d,GB-146869-A
628-97-7,Ethyl palmitate,Gourmand,Waxy,Creamy,1917-06-11,1917-08-07,57d,US-1235721-A
831213-72-0,"3,9-Dimethyl-6-(1-methylethyl)-1,4-dioxaspiro[4.5]decan-2-one",Minty,Green,Herbal,1917-03-17,1918-12-03,626d,US-1286891-A
464-48-2,"Bicyclo(2.2.1)heptan-2-one, 1,7,7-trimethyl-, (1S)-",Camphoraceous,Herbal,Fresh,1916-12-15,1921-01-10,1487d,DE-331769-C
109-94-4,Ethyl formate,Fruity,Apple,Pineapple,1916-11-19,1921-03-15,1577d,DE-334298-C
7785-26-4,l-.alpha.-Pinene,Aromatic,Pine,Earthy,1916-10-28,1921-02-15,1571d,DE-332896-C
644-35-9,o-Propylphenol,Smoky,Medicinal,Burnt,1916-10-04,1924-12-30,3009d,KR-987001100-A
94-62-2,Piperine,Balsamic,Animal Like,Peppery,1916-03-30,1924-04-10,2933d,AT-96517-B
7540-51-4,l-Citronellol,Floral,Rose,Fresh,1916-02-07,1918-09-10,946d,US-1278161-A
99-82-1,"Cyclohexane, 1-methyl-4-(1-methylethyl)-",Herbal,Woody,Pine,1915-09-12,1920-04-29,1691d,DE-320797-C
107-03-9,Propanethiol,Green,Sulfurous,Cabbage,1915-04-12,1922-05-26,2601d,AT-88627-B
110-43-0,2-Heptanone,Herbal,Fruity,Pear,1915-03-29,1923-12-27,3195d,AT-95449-B
71-36-3,Butyl alcohol,Fruity,Banana,Pear,1915-03-29,1923-12-27,3195d,AT-95449-B
111-71-7,Heptanal,Aldehydic,Fresh,Green,1915-03-05,1917-09-18,928d,US-1240565-A
91-57-6,2-Methylnaphthalene,Floral,Sweet,Woody,1915-01-23,1920-02-13,1847d,DE-318948-C
80-26-2,alpha-Terpineol acetate,Citrus,Bergamot,Herbal,1914-12-12,1916-10-03,661d,US-1199800-A
2049-96-9,Pentyl benzoate,Floral,Soft,Rose,1914-12-12,1916-10-03,661d,US-1199800-A
2050-08-0,Amyl salicylate,Floral,Green,Balsamic,1914-12-12,1921-08-23,2446d,US-1388472-A
112-05-0,Nonanoic acid,Floral,Neroli,Green,1914-11-11,1920-10-04,2154d,DE-327048-C
499-75-2,Carvacrol,Herbal,Camphoraceous,Thyme,1914-10-20,1917-10-16,1092d,US-1243149-A
586-62-9,Terpinolene,Citrus,Pine,Herbal,1914-10-20,1918-06-25,1344d,US-1270395-A
592-88-1,Allyl sulfide,Sulfurous,Onion,Garlic,1914-06-03,1931-10-26,6354d,GB-191507823-A
87-25-2,Ethyl anthranilate,Floral,Grape,Neroli,1914-04-26,1915-09-18,510d,DE-287373-C
1122-62-9,2-Acetylpyridine,Food Like,Roasted,Waxy,1914-03-28,1916-09-25,912d,AT-72462-B
103-36-6,Ethyl cinnamate,Spicy,Cinnamon,Balsamic,1914-03-05,1916-07-04,852d,US-1189266-A
539-88-8,Ethyl levulinate,Fruity,Fresh,Green,1914-02-16,1920-08-24,2381d,US-1350820-A
108-94-1,Cyclohexanone,Aromatic,Minty,Floral,1914-02-09,1921-03-21,2597d,GB-145511-A
5989-27-5,d-Limonene,Citrus,Fresh,Herbal,1913-09-26,1917-09-04,1439d,US-1238930-A
5949-05-3,"6-Octenal, 3,7-dimethyl-, (3S)-",Citrus,Lemongrass,Citronella,1913-08-06,1922-10-10,3352d,DE-298193-C
459-80-3,Geranic acid,Green,Floral,Woody,1913-08-06,1926-01-09,4539d,DE-298193-C
18479-51-1,"3,7-Dimethyloct-6-en-3-ol",Floral,Citrus,Woody,1913-08-06,1952-12-29,14390d,DE-298193-C
5988-91-0,Tetrahydrogeranial,Citrus,Lemon,Aldehydic,1913-08-06,1959-09-01,16827d,DE-298193-C
111-62-6,Ethyl oleate,Acidic,Fatty,Waxy,1913-03-01,1913-11-13,257d,GB-191317523-A
93-15-2,Eugenyl methyl ether,Spicy,Clove,Tea,1912-12-24,1914-05-16,508d,DE-274350-C
91-64-5,Coumarin,Powdery,Warm,Almond,1912-11-13,1914-07-25,619d,AT-65919-B
119-84-6,Dihydrocoumarin,Tobacco like,Coumarin,Coconut,1912-11-13,1914-07-25,619d,AT-65919-B
97-64-3,Ethyl lactate,Fruity,Caramel,Coconut,1912-11-08,,,GB-191325182-A
142-92-7,Hexyl acetate,Fruity,Green,Apple,1912-10-19,1913-11-11,388d,US-1077988-A
120-14-9,Veratraldehyde,Powdery,Sweet,Creamy,1912-10-13,1913-05-05,204d,DE-259874-C
103-45-7,Phenethyl acetate,Floral,Rose,Honey,1912-09-04,1913-06-03,272d,US-1063746-A
110-45-2,Isoamyl formate,Fruity,Green,Apple,1912-06-25,1912-10-01,98d,US-1039875-A
100-09-4,4-Methoxybenzoic acid,Animal like,Pungent,Leathery,1912-04-04,1932-07-12,7404d,DE-259364-C
874-90-8,p-Methoxybenzonitrile,Floral,Sweet,Coumarin,1912-04-04,1945-08-07,12178d,DE-259364-C
534-15-6,"1,1-Dimethoxyethane",Green,Hay,Apple,1912-03-22,1915-07-27,1222d,US-1148104-A
590-86-3,3-Methylbutyraldehyde,Aldehydic,Chocolate,Peach,1912-03-07,1914-02-26,721d,GB-191305533-A
122-03-2,Cuminaldehyde,Herbal,Spicy,Cumin,1912-03-07,1914-02-26,721d,DE-268786-C
112-54-9,Lauric aldehyde,Citrus,Mandarin,Fresh,1912-03-07,1914-02-26,721d,DE-268786-C
112-44-7,Undecanal,Aldehydic,Citrus,Fresh,1912-03-07,1914-02-26,721d,DE-268786-C
104-87-0,p-Tolualdehyde,Spicy,Fruity,Almond,1912-03-07,1914-04-09,763d,DE-268786-C
124-19-6,Nonanal,Aldehydic,Sweet,Orange,1912-03-07,1920-05-31,3007d,DE-268786-C
110-62-3,Valeraldehyde,Gourmand,Fruity,cocoa,1912-03-07,2001-11-06,32751d,DE-268786-C
120-92-3,Cyclopentanone,Minty,Powdery,Dry,1911-12-21,1915-09-10,1359d,AT-69806-B
119-36-8,Methyl salicylate,Herbal,Medicinal,Ylang,1911-11-23,1915-11-24,1462d,DE-268489-C
533-18-6,o-Tolyl acetate,Floral,Sweet,Fruity,1911-10-10,1916-06-06,1701d,US-1185641-A
123-38-6,Propionaldehyde,Fruity,Earthy,Nutty,1911-07-20,1913-01-09,539d,GB-191215755-A
2550-26-7,Benzyl acetone,Floral,Green,Jasmin,1911-06-23,1915-03-02,1348d,US-1130499-A
108-83-8,"2,6-Dimethyl-4-heptanone",Fruity,Wine lees*,Pineapple,1911-05-19,1916-02-22,1740d,US-1172773-A
127-17-3,Pyruvic acid,Acidic,Sharp,Ethereal,1911-02-28,1912-08-08,527d,GB-191204799-A
127-91-3,beta-Pinene,Herbal,Pine,Lime,1911-01-12,1914-02-10,1125d,AT-63501-B
118-71-8,Maltol,Gourmand,Sweet,Caramel,1911-01-09,1912-10-15,645d,US-1041099-A
112-38-9,10-Undecenoic acid,Acidic,Woody,Aldehydic,1910-12-31,1914-04-25,1211d,AT-64515-B
606-45-1,Methyl o-methoxybenzoate,Floral,Herbal,Hyacinth,1910-12-08,1943-06-15,11877d,CH-56941-A
108-93-0,Cyclohexanol,Camphoraceous,Minty,Earthy,1910-11-26,1913-10-16,1055d,GB-191304076-A
123-76-2,Levulinic acid,Gourmand,Caramel,Fruity,1910-11-19,1911-12-19,395d,GB-191026928-A
71-23-8,Propyl alcohol,Fruity,Musty,Fermented,1910-09-26,2001-11-06,33279d,GB-560568-A
623-42-7,Methyl butyrate,Fruity,Apple,Banana,1910-06-27,1911-09-05,435d,KR-987001100-A
112-39-0,Methyl hexadecanoate,Balsamic,Waxy,Floral,1910-06-10,1912-12-27,931d,AT-56856-B
104-55-2,Cinnamaldehyde,Spicy,Cinnamon,Warm,1910-05-12,1914-02-10,1370d,US-1086373-A
31906-04-4,3 and 4-(4-Hydroxy-4-methylpentyl)-3-cyclohexene-1-carboxaldehyde,Floral,Muguet,Sweet,1909-12-31,1914-11-24,1789d,US-1118515-A
130066-44-3,3(or 4)-(4-Hydroxy-4-methylpentyl)-3-cyclohexene-1-carboxaldehyde,Floral,Muguet,Sweet,1909-12-31,1914-11-24,1789d,US-1118515-A
97-61-0,2-Methylvaleric acid,Acidic,Sour,Cheesy,1909-10-21,1910-06-14,236d,US-961385-A
140-11-4,Benzyl acetate,Fruity,Floral,Jasmin,1909-10-13,2003-07-22,34250d,US-6596663-B1
105-13-5,Anisyl alcohol,Anisic,Sweet,Licorice,1909-10-07,2002-10-01,33962d,US-6458772-B1
122-91-8,Anisyl formate,Spicy,Powdery,Anisic,1909-10-07,2002-10-01,33962d,US-6458772-B1
103-37-7,Benzyl butyrate,Fruity,Apple,Pineapple,1909-10-07,2002-10-01,33962d,US-6458772-B1
538-86-3,Benzyl methyl ether,Floral,Ylang,Green,1909-10-07,2002-10-01,33962d,US-6458772-B1
112-31-2,Decanal,Aldehydic,Orange,Green,1909-10-07,2002-10-01,33962d,US-6458772-B1
79-20-9,Methyl acetate,Fruity,Sweet,Honey,1909-10-07,2002-10-01,33962d,US-6458772-B1
124-25-4,Myristaldehyde,Aldehydic,Waxy,Balsamic,1909-10-07,2002-10-01,33962d,US-6458772-B1
112-14-1,Octyl acetate,Fruity,Green,Herbal,1909-10-07,2002-10-01,33962d,US-6458772-B1
19819-98-8,o-Tolylethanol,Floral,Rose,Cyclamen,1909-10-07,2002-10-01,33962d,US-6458772-B1
112-37-8,Undecanoic acid,Gourmand,Fatty,Creamy,1909-10-07,2002-10-01,33962d,US-6458772-B1
110-19-0,Isobutyl acetate,Fruity,Banana,Pear,1909-08-17,1910-05-17,273d,US-958110-A
100-42-5,Styrene,Floral,Balsamic,Powdery,1909-08-16,1921-10-05,4433d,CH-48367-A
81-14-1,Musk ketone,Musk like,Sweet,Powdery,1909-06-14,1912-01-25,955d,AT-51803-B
613-70-7,Guaiacyl acetate,Spicy,Woody,Smoky,1909-05-29,1909-12-16,201d,GB-190912745-A
103-95-7,2-Methyl-3-(p-isopropylphenyl)propionaldehyde,Floral,Green,Cyclamen,1909-03-12,1909-08-24,165d,US-932213-A
80-54-6,p-t-Butyl-alpha-methylhydrocinnamic aldehyde,Floral,Muguet,Aldehydic,1909-02-13,1910-01-11,332d,US-945830-A
74-93-1,Methyl mercaptan,Food Like,Vegetable,Cabbage,1908-12-14,1919-05-26,3815d,DE-224589-C
31375-17-4,1-(para-Menthen-6-yl)-1-propanone,Green,Leafy,Herbal,1908-12-05,1910-05-17,528d,US-957872-A
4695-62-9,d-Fenchone,Herbal,Camphoraceous,Aromatic,1908-09-21,1911-09-11,1085d,AT-49729-B
821-55-6,2-Nonanone,Fruity,Floral,Herbal,1908-09-21,2003-06-17,34602d,US-6579981-B1
142-62-1,Hexanoic acid,Acidic,Cheesy,Oily,1908-09-21,2003-06-17,34602d,US-6579981-B1
104-57-4,Benzyl formate,Floral,Cherry,Almond,1908-03-29,2003-01-14,34624d,US-6506903-B1
106-32-1,Ethyl octanoate,Fruity,Fresh,Pineapple,1908-03-29,2003-01-14,34624d,US-6506903-B1
1200-67-5,Isobornyl formate,Woody,Camphoraceous,Pine,1908-01-20,1933-05-22,9254d,CH-41356-A
79-92-5,Camphene,Herbal,Camphoraceous,Woody,1907-11-27,1912-06-25,1672d,US-1030334-A
626-93-7,2-Hexanol,Herbal,Fruity,Green,1907-10-03,1908-08-18,320d,US-896610-A
119-53-9,Benzoin,Balsamic,Sweet,Vanilla,1907-09-21,1910-08-25,1069d,AT-43735-B
1629-58-9,1-Penten-3-one,Sulfurous,Garlic,Onion,1907-09-13,1913-10-07,2216d,DK-146717-B
122-99-6,2-Phenoxyethanol,Floral,Rose,Spicy,1907-05-29,2000-12-19,34173d,US-6162447-A
621-82-9,Cinnamic acid,Balsamic,Sweet,Cinnamon,1907-05-29,2000-12-19,34173d,US-6162447-A
464-49-3,d-Camphor,Minty,Camphoraceous,Menthol,1907-05-29,2000-12-19,34173d,US-6162447-A
118-60-5,Ethyl hexyl salicylate,Floral,Aromatic,Balsamic,1907-05-29,2000-12-19,34173d,US-6162447-A
112-53-8,Lauryl alcohol,Floral,Soft,Waxy,1907-05-29,2000-12-19,34173d,US-6162447-A
140-10-3,trans-Cinnamic acid,Balsamic,Sweet,Cinnamon,1907-05-29,2000-12-19,34173d,US-6162447-A
104-54-1,Cinnamyl alcohol,Spicy,Balsamic,Cinnamon,1907-05-25,1908-03-03,283d,US-880641-A
1117-61-9,(+)-(R)-Citronellol,Floral,Rose,Geranium,1907-03-04,1916-07-04,3410d,US-1189804-A
110-89-4,Piperidine,Floral,Sweet,Animal Like,1907-01-16,1908-03-12,421d,GB-190800344-A
137-06-4,o-Toluenethiol,Sulfurous,Onion,Savoury,1907-01-16,1908-03-16,425d,FR-383744-A
502-69-2,"6,10,14-Trimethyl-2-pentadecanone",Floral,Herbal,Jasmin,1906-12-07,1909-12-21,1110d,US-943958-A
106-25-2,Nerol,Floral,Rose,Citrus,1906-11-17,1911-04-10,1605d,AT-47234-B
111-87-5,1-Octanol,Citrus,Waxy,Green,1906-11-11,2004-10-26,35779d,US-6810371-B1
138-86-3,dl-Limonene (racemic),Citrus,Fresh,Herbal,1906-08-11,1913-02-25,2390d,AT-57916-B
91-10-1,"2,6-Dimethoxyphenol",Food Like,Phenolic,Smoky,1906-08-09,1906-12-25,138d,US-839100-A
123-63-7,Paraldehyde,Fruity,Sweet,Aromatic,1906-06-29,1911-06-26,1823d,AT-48607-B
93-89-0,Ethyl benzoate,Floral,Medicinal,Fruity,1906-06-05,1907-02-07,247d,GB-190613055-A
107-92-6,Butyric acid,Acidic,Gourmand,Cheesy,1906-04-05,1907-01-24,294d,GB-190608266-A
91-16-7,"1,2-Dimethoxybenzene",Gourmand,Phenolic,Creamy,1906-04-04,1908-05-25,782d,AT-33111-B
93-18-5,beta-Naphthyl ethyl ether,Floral,Sweet,Neroli,1906-04-04,1908-05-25,782d,AT-33111-B
137-32-6,2-Methylbutanol,Fruity,Fresh,Green,1906-03-22,1908-04-21,761d,US-885591-A
1506-02-1,"1-(5,6,7,8-Tetrahydro-3,5,5,6,8,8-hexamethyl-2-naphthyl)ethan-1-one (Fixolid)",Musk like,Woody,Powdery,1906-02-21,1907-09-10,566d,US-865387-A
21145-77-7,"6-Acetyl-1,1,2,4,4,7-hexamethyltetraline",Musk like,Woody,Powdery,1906-02-21,1907-09-10,566d,US-865387-A
123-29-5,Ethyl nonanoate,Fruity,Rose,Tropical-Fruit,1906-02-15,1907-12-27,680d,AT-31194-B
123-08-0,4-Hydroxybenzaldehyde,Woody,Sweet,Almond,1905-11-29,1907-12-10,741d,AT-31020-B
120-58-1,Isosafrole,Spicy,Sweet,Herbal,1905-11-21,1906-08-21,273d,US-829300-A
89-71-4,"Benzoic acid, 2-methyl-, methyl ester",Floral,Neroli,Citrus,1905-08-25,1999-07-20,34297d,US-5925792-A
105-45-3,Methyl acetoacetate,Fruity,Citrus,Green,1905-08-25,1999-07-20,34297d,US-5925792-A
99-87-6,p-Cymene,Citrus,Lemon,Green,1905-08-25,1999-07-20,34297d,US-5925792-A
104-93-8,p-Methylanisole,Floral,Fresh,Ylang,1905-08-25,1999-07-20,34297d,US-5925792-A
75-65-0,2-Methyl-2-propanol,Aromatic,Camphoraceous,Herbal,1905-04-04,1998-06-23,34048d,US-5770314-A
637-69-4,"Benzene, 1-ethenyl-4-methoxy-",Anisic,Floral,Sweet,1905-03-06,1998-02-03,33937d,US-5714542-A
589-18-4,p-Tolyl alcohol,Spicy,Cinnamon,Floral,1905-03-06,1998-02-03,33937d,US-5714542-A
108-46-3,Resorcinol,Balsamic,Hawthorn,Floral,1905-03-06,1998-02-03,33937d,US-5714542-A
503-74-2,Isovaleric acid,Acidic,Cheesy,Fruity,1905-01-26,1907-10-25,1002d,AT-30315-B
75-18-3,Dimethyl sulfide,Sulfurous,Vegetable,Food like,1904-12-12,1906-01-02,386d,US-809086-A
96-22-0,Diethyl ketone,Fruity,Apple,Light,1904-12-09,1999-10-19,34647d,US-5969166-A
63500-71-0,2-Isobutyl-4-methyltetrahydro-2H-pyran-4-ol (Pyranol),Floral,Muguet,Soft,1904-11-08,1907-06-11,945d,US-856975-A
93-51-6,2-Methoxy-4-methylphenol,Spicy,Smoky,Vanilla,1904-11-08,1907-06-11,945d,US-856975-A
101-84-8,Diphenyl ether,Floral,Sweet,Green,1904-11-05,1905-09-07,306d,GB-190423974-A
93-04-9,beta-Naphthyl methyl ether,Floral,Neroli,Powdery,1904-09-22,1906-06-05,621d,US-822309-A
1490-04-6,"d,l-Menthol (isomer unspecified)",Minty,Fresh,Cooling,1904-08-31,1905-07-04,307d,US-794052-A
89-78-1,Menthol,Minty,Fresh,Cooling,1904-08-31,1905-07-04,307d,US-794052-A
15356-70-4,Menthol racemic,Minty,Fresh,Cooling,1904-08-31,1905-07-04,307d,US-794052-A
76-49-3,Bornyl acetate,Woody,Pine,Fruity,1904-05-28,1909-08-10,1900d,AT-38203-B
125-12-2,Isobornyl acetate,Herbal,Pine,Green,1904-05-28,1909-08-10,1900d,AT-38203-B
5655-61-8,laevo-Bornyl acetate,Woody,Herbal,Pine,1904-05-28,1909-08-10,1900d,AT-38203-B
78-93-3,2-Butanone,Fruity,Pear,Light,1904-04-19,1905-11-04,564d,DE-164366-C
2244-16-8,d-Carvone,Herbal,Fresh,Spicy,1904-04-12,1905-11-15,582d,DE-165726-C
103-82-2,Phenylacetic acid,Honey,Floral,Sweet,1904-03-19,1905-01-19,306d,GB-190406741-A
100-66-3,Anisole,Floral,Medicinal,Hawthorn,1904-02-22,1997-04-08,34014d,US-5618945-A
15892-23-6,(+/-)-Butan-2-ol,Fruity,Sweet,Fermented,1904-02-09,1997-04-15,34034d,US-5621096-A
78-92-2,2-Butanol,Fruity,Sweet,Fermented,1904-02-09,1997-04-15,34034d,US-5621096-A
78-83-1,Isobutyl alcohol,Fruity,Sharp,Light,1904-02-09,1997-04-15,34034d,US-5621096-A
512-13-0,(-)-.alpha.-Fenchol,Earthy,Woody,Camphoraceous,1903-12-09,1905-01-03,391d,US-779377-A
98-55-5,alpha-Terpineol,Herbal,Floral,Pine,1903-12-09,1905-01-03,391d,US-779377-A
8000-41-7,Terpineol,Herbal,Floral,Pine,1903-12-09,1905-01-03,391d,US-779377-A
103-50-4,Dibenzyl ether,Powdery,Sweet,Floral,1903-10-12,1909-07-26,2114d,CH-29374-A
101-81-5,Diphenylmethane,Green,Floral,Sweet,1903-10-12,1910-11-25,2601d,CH-29374-A
136-60-7,Butyl benzoate,Floral,Balsamic,Fruity,1903-10-12,1922-02-07,6693d,CH-29374-A
122-48-5,Zingerone,Gourmand,Spicy,Sweet,1903-10-12,1933-06-22,10846d,CH-29374-A
123-11-5,p-Methoxybenzaldehyde,Powdery,Almond,Anisic,1903-09-02,1906-03-13,923d,US-814794-A
2173-56-0,Amyl valerate,Fruity,Banana,Pear,1903-06-22,1903-12-29,190d,US-748099-A
540-18-1,Amyl butyrate,Fruity,Banana,Pineapple,1903-06-18,1904-03-08,264d,US-754164-A
105-54-4,Ethyl butyrate,Fruity,Sweet,Raspberry,1903-06-18,1904-03-08,264d,KR-987001100-A
93-29-8,Isoeugenyl acetate,Spicy,Floral,Clove,1903-06-18,1904-03-08,264d,US-754164-A
97-53-0,Eugenol,Spicy,Clove,Floral,1903-06-05,1906-07-17,1138d,US-826175-A
541-47-9,3-Methylcrotonic acid,Green,Phenolic,Dairy,1903-06-02,1904-09-10,466d,AT-17452-B
141-97-9,Ethyl acetoacetate,Fruity,Green,Apple,1903-06-02,1904-09-10,466d,AT-17452-B
92046-48-5,(4-Ethylbicyclo[2.2.1]hept-2-yl)-cyclohexanol,Floral,Magnolia,Muguet,1903-05-18,1907-07-02,1506d,US-858363-A
123-92-2,Isoamyl acetate,Fruity,Vanilla,Pear,1903-04-18,1907-05-21,1494d,US-854452-A
111-14-8,Heptanoic acid,Acidic,Fatty,Burnt,1903-04-06,1905-03-07,701d,US-784411-A
91-63-4,2-Methyl quinoline,Green,Woody,Medicinal,1903-03-26,1904-06-10,442d,AT-16524-B
2623-23-6,"l-Menthyl acetate (1alpha,2beta,5alpha)",Minty,Herbal,Floral,1903-03-09,1904-10-25,596d,US-773251-A
2216-52-6,(+)-Neomenthol,Minty,Fresh,Aromatic,1902-12-02,1904-09-10,648d,AT-17455-B
3623-51-6,dl-Neomenthol,Minty,Fresh,Aromatic,1902-12-02,1904-09-10,648d,AT-17455-B
98-01-1,Furfural,Food Like,Bread,Coffee,1902-11-25,1903-01-08,44d,GB-190225967-A
106-24-1,Geraniol,Floral,Rose,Geranium,1902-11-25,1903-06-03,190d,FR-326658-A
88-09-5,2-Ethylbutyric acid,Acidic,Neutral,Pungent,1902-08-29,1904-05-10,620d,AT-16248-B
105-53-3,Diethyl malonate,Fruity,Green,Apple,1902-07-08,1904-05-25,687d,AT-16310-B
134-20-3,Methyl anthranilate,Floral,Neroli,Fruity,1902-05-13,1902-11-04,175d,US-712798-A
2719-08-6,Methyl N-acetylanthranilate,Fruity,Soft,Strawberry,1902-05-13,1902-11-04,175d,US-712798-A
2216-51-5,l-Menthol,Minty,Fresh,Cooling,1902-04-29,1902-08-19,112d,US-707110-A
104-46-1,Anethole (isomer unspecified),Anisic,Green,Herbal,1902-03-04,1905-01-25,1058d,AT-18988-B
97-54-1,Isoeugenol,Spicy,Clove,Floral,1902-03-04,1905-01-25,1058d,AT-18988-B
120-57-0,Piperonal,Anisic,Floral,Powdery,1902-03-04,1905-01-25,1058d,AT-18988-B
4180-23-8,trans-Anethole,Herbal,Anisic,Spicy,1902-03-04,1905-01-25,1058d,AT-18988-B
5932-68-3,trans-Isoeugenol,Spicy,Clove,Floral,1902-03-04,1905-01-25,1058d,AT-18988-B
526-75-0,"2,3-Dimethylphenol",Earthy,Phenolic,Musty,1902-01-27,1902-10-21,267d,KR-987001100-A
507-70-0,Borneol,Herbal,Camphoraceous,Pine,1902-01-18,1902-08-19,213d,US-707270-A
124-76-5,Isoborneol,Herbal,Fresh,Pine,1902-01-18,1902-08-19,213d,US-707270-A
105-57-7,Acetal,Fruity,Kiwi,Citrus,1902-01-13,1994-10-25,33888d,US-5358813-A
100-51-6,Benzyl alcohol,Balsamic,Fruity,Floral,1902-01-13,1994-10-25,33888d,US-5358813-A
123-86-4,Butyl acetate,Fruity,Pear,Pineapple,1902-01-13,1994-10-25,33888d,US-5358813-A
60-12-8,Phenethyl alcohol,Floral,Rose,Honey,1902-01-13,1994-10-25,33888d,US-5358813-A
90-02-8,Salicylaldehyde,Spicy,Medicinal,Cinnamon,1902-01-13,1994-10-25,33888d,US-5358813-A
108-39-4,m-Cresol,Smoky,Woody,Leathery,1901-11-28,1902-11-25,362d,KR-987001100-A
89-83-8,Thymol,Herbal,Green,Smoky,1901-11-15,1904-03-10,846d,AT-15495-B
90-05-1,Guaiacol,Spicy,Smoky,Animal Like,1901-10-18,1903-08-11,662d,US-736061-A
79-77-6,(E)-beta-Ionone,Floral,Violet,Woody,1901-09-25,1902-06-10,258d,US-702126-A
14901-07-6,beta-Ionone,Floral,Woody,Violet,1901-09-25,1902-06-10,258d,US-702126-A
120-72-9,Indole,Floral,Jasmin,Animal Like,1901-09-24,1902-04-22,210d,US-698328-A
334-48-5,Decanoic acid,Acidic,Creamy,Buttery,1901-09-24,1995-09-05,34314d,US-5447969-A
7779-30-8,"1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)pent-1-en-3-one",Floral,Violet,oily,1901-08-23,1904-06-14,1026d,US-762765-A
432-25-7,"2,6,6-Trimethyl-1&2-cyclohexen-1-carboxaldehyde",Green,Saffron,Rose,1901-08-23,1904-06-14,1026d,US-762765-A
1335-46-2,Methyl ionone (mixture of isomers),Floral,Violet,Woody,1901-08-23,1904-06-14,1026d,US-762765-A
127-43-5,Methyl-beta-ionone,Floral,Violet,Fruity,1901-08-23,1904-06-14,1026d,US-762765-A
470-82-6,Eucalyptol,Herbal,Camphoraceous,Minty,1901-07-06,1902-10-25,476d,AT-9484-B
